,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Date_formatted,season,season_name,Hour,time_of_day,Month,Day,rating_label,Cummulative_Sales
545,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.76,163.0,3/19/2019,13:40:00,Ewallet,155.24,4.76,7.76,4.9,2019-03-19,2,Spring,13,Noon,3,19,Very low,282729.1999999999
884,548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,8.33,175.01,3/19/2019,13:37:00,Cash,166.68,4.76,8.33,7.6,2019-03-19,2,Spring,13,Noon,3,19,High,282904.2099999999
381,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.66,55.88,3/19/2019,14:35:00,Cash,53.22,4.76,2.66,4.2,2019-03-19,2,Spring,14,Noon,3,19,Very low,282960.0899999999
336,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49:00,Ewallet,687.6,4.76,34.38,7.5,2019-03-19,2,Spring,15,Noon,3,19,Moderate,283682.0699999999
641,155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29:00,Ewallet,708.4,4.76,35.42,4.7,2019-03-19,2,Spring,15,Noon,3,19,Very low,284425.8899999999
711,728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,75.53,4,15.11,317.23,3/19/2019,15:52:00,Ewallet,302.12,4.76,15.11,8.3,2019-03-19,2,Spring,15,Noon,3,19,High,284743.1199999999
962,593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.78,16.27,3/19/2019,15:23:00,Credit card,15.5,4.76,0.78,7.4,2019-03-19,2,Spring,15,Noon,3,19,Moderate,284759.3899999999
49,574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.32,867.62,3/19/2019,17:08:00,Ewallet,826.3,4.76,41.32,7.9,2019-03-19,2,Spring,17,Evening,3,19,High,285627.0099999999
104,716-39-1409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.62,223.07,3/19/2019,18:19:00,Cash,212.45,4.76,10.62,8.0,2019-03-19,2,Spring,18,Evening,3,19,High,285850.0799999999
423,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.17,213.53,3/19/2019,19:42:00,Credit card,203.36,4.76,10.17,6.7,2019-03-19,2,Spring,19,Evening,3,19,Moderate,286063.6099999999
435,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.66,937.82,3/19/2019,19:09:00,Ewallet,893.16,4.76,44.66,9.0,2019-03-19,2,Spring,19,Evening,3,19,Very High,287001.42999999993
521,451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.95,523.97,3/20/2019,11:23:00,Cash,499.02,4.76,24.95,7.3,2019-03-20,2,Spring,11,Morning,3,20,Moderate,287525.3999999999
739,805-86-0265,A,Yangon,Normal,Male,Home and lifestyle,93.96,9,42.28,887.92,3/20/2019,11:32:00,Cash,845.64,4.76,42.28,9.8,2019-03-20,2,Spring,11,Morning,3,20,Very High,288413.3199999999
615,509-29-3912,A,Yangon,Member,Female,Sports and travel,38.72,9,17.42,365.9,3/20/2019,12:24:00,Ewallet,348.48,4.76,17.42,4.2,2019-03-20,2,Spring,12,Morning,3,20,Very low,288779.2199999999
427,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.13,65.74,3/20/2019,13:53:00,Credit card,62.61,4.76,3.13,8.0,2019-03-20,2,Spring,13,Noon,3,20,High,288844.9599999999
564,514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.93,208.42,3/20/2019,13:02:00,Cash,198.5,4.76,9.93,9.0,2019-03-20,2,Spring,13,Noon,3,20,Very High,289053.3799999999
495,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.37,637.73,3/20/2019,14:14:00,Cash,607.36,4.76,30.37,5.5,2019-03-20,2,Spring,14,Noon,3,20,Low,289691.10999999987
224,213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,4.32,90.82,3/20/2019,15:56:00,Cash,86.5,4.76,4.32,6.2,2019-03-20,2,Spring,15,Noon,3,20,Low,289781.9299999999
563,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.35,469.41,3/20/2019,15:08:00,Ewallet,447.06,4.76,22.35,5.0,2019-03-20,2,Spring,15,Noon,3,20,Very low,290251.33999999985
278,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.49,745.4,3/20/2019,16:28:00,Cash,709.9,4.76,35.49,5.7,2019-03-20,2,Spring,16,Noon,3,20,Low,290996.7399999999
778,102-06-2002,C,Naypyitaw,Member,Male,Sports and travel,25.25,5,6.31,132.56,3/20/2019,17:52:00,Cash,126.25,4.76,6.31,6.1,2019-03-20,2,Spring,17,Evening,3,20,Low,291129.2999999999
212,142-63-6033,B,Mandalay,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17:00,Ewallet,461.8,4.76,23.09,4.9,2019-03-20,2,Spring,19,Evening,3,20,Very low,291614.1899999999
279,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,3/20/2019,19:57:00,Credit card,440.2,4.76,22.01,9.6,2019-03-20,2,Spring,19,Evening,3,20,Very High,292076.3999999999
621,436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.58,96.19,3/20/2019,19:44:00,Cash,91.61,4.76,4.58,9.8,2019-03-20,2,Spring,19,Evening,3,20,Very High,292172.5899999999
634,182-88-2763,B,Mandalay,Member,Male,Food and beverages,79.91,3,11.99,251.72,3/20/2019,19:28:00,Credit card,239.73,4.76,11.99,5.0,2019-03-20,2,Spring,19,Evening,3,20,Very low,292424.3099999999
647,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.68,35.31,3/20/2019,19:55:00,Cash,33.63,4.76,1.68,5.6,2019-03-20,2,Spring,19,Evening,3,20,Low,292459.6199999999
308,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.97,83.41,3/21/2019,10:40:00,Ewallet,79.44,4.76,3.97,4.7,2019-03-21,2,Spring,10,Morning,3,21,Very low,292543.02999999985
335,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.11,149.36,3/21/2019,10:17:00,Credit card,142.25,4.76,7.11,9.1,2019-03-21,2,Spring,10,Morning,3,21,Very High,292692.38999999984
485,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.9,207.86,3/21/2019,15:25:00,Ewallet,197.96,4.76,9.9,6.6,2019-03-21,2,Spring,15,Noon,3,21,Moderate,292900.2499999998
175,827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.23,319.79,3/21/2019,16:21:00,Ewallet,304.56,4.76,15.23,8.8,2019-03-21,2,Spring,16,Noon,3,21,Very High,293220.0399999998
878,448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.01,756.17,3/21/2019,16:08:00,Credit card,720.16,4.76,36.01,4.5,2019-03-21,2,Spring,16,Noon,3,21,Very low,293976.2099999998
939,500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.19,360.93,3/21/2019,17:04:00,Ewallet,343.74,4.76,17.19,5.9,2019-03-21,2,Spring,17,Evening,3,21,Low,294337.1399999998
52,616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.57,75.05,3/22/2019,14:42:00,Ewallet,71.48,4.76,3.57,6.5,2019-03-22,2,Spring,14,Noon,3,22,Moderate,294412.18999999977
574,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5,21.48,451.03,3/22/2019,14:33:00,Credit card,429.55,4.76,21.48,8.6,2019-03-22,2,Spring,14,Noon,3,22,High,294863.2199999998
813,674-56-6360,A,Yangon,Normal,Male,Electronic accessories,95.15,1,4.76,99.91,3/22/2019,14:00:00,Cash,95.15,4.76,4.76,6.0,2019-03-22,2,Spring,14,Noon,3,22,Low,294963.1299999998
215,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,0.91,19.19,3/22/2019,15:05:00,Credit card,18.28,4.76,0.91,8.3,2019-03-22,2,Spring,15,Noon,3,22,High,294982.3199999998
467,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.11,233.23,3/22/2019,18:33:00,Cash,222.12,4.76,11.11,4.5,2019-03-22,2,Spring,18,Evening,3,22,Very low,295215.54999999976
25,227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,21.04,441.76,3/22/2019,19:20:00,Credit card,420.72,4.76,21.04,8.5,2019-03-22,2,Spring,19,Evening,3,22,High,295657.30999999976
414,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.37,427.81,3/22/2019,19:36:00,Ewallet,407.44,4.76,20.37,9.2,2019-03-22,2,Spring,19,Evening,3,22,Very High,296085.11999999976
441,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.37,742.81,3/22/2019,19:35:00,Credit card,707.44,4.76,35.37,4.3,2019-03-22,2,Spring,19,Evening,3,22,Very low,296827.92999999976
990,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,3/22/2019,19:06:00,Credit card,282.8,4.76,14.14,4.5,2019-03-22,2,Spring,19,Evening,3,22,Very low,297124.86999999976
107,630-74-5166,A,Yangon,Normal,Male,Sports and travel,62.13,6,18.64,391.42,3/22/2019,20:19:00,Cash,372.78,4.76,18.64,7.4,2019-03-22,2,Spring,20,Evening,3,22,Moderate,297516.28999999975
98,865-92-6136,A,Yangon,Normal,Male,Food and beverages,52.75,3,7.91,166.16,3/23/2019,10:16:00,Ewallet,158.25,4.76,7.91,9.3,2019-03-23,2,Spring,10,Morning,3,23,Very High,297682.4499999997
182,851-28-6367,A,Yangon,Member,Male,Sports and travel,15.5,10,7.75,162.75,3/23/2019,10:55:00,Ewallet,155.0,4.76,7.75,8.0,2019-03-23,2,Spring,10,Morning,3,23,High,297845.1999999997
197,856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.26,26.55,3/23/2019,10:13:00,Ewallet,25.29,4.76,1.26,6.1,2019-03-23,2,Spring,10,Morning,3,23,Low,297871.7499999997
740,733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle,55.61,7,19.46,408.73,3/23/2019,12:41:00,Cash,389.27,4.76,19.46,8.5,2019-03-23,2,Spring,12,Morning,3,23,High,298280.4799999997
38,333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.97,461.33,3/23/2019,13:24:00,Ewallet,439.36,4.76,21.97,7.6,2019-03-23,2,Spring,13,Noon,3,23,High,298741.8099999997
802,474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories,67.39,7,23.59,495.32,3/23/2019,13:23:00,Ewallet,471.73,4.76,23.59,6.9,2019-03-23,2,Spring,13,Noon,3,23,Moderate,299237.1299999997
887,884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.74,771.44,3/23/2019,13:14:00,Ewallet,734.7,4.76,36.74,9.5,2019-03-23,2,Spring,13,Noon,3,23,Very High,300008.5699999997
736,386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,3/23/2019,15:59:00,Credit card,568.4,4.76,28.42,8.1,2019-03-23,2,Spring,15,Noon,3,23,High,300605.3899999997
487,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59:00,Ewallet,148.6,4.76,7.43,8.3,2019-03-23,2,Spring,18,Evening,3,23,High,300761.41999999975
150,608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.31,384.47,3/23/2019,19:20:00,Credit card,366.16,4.76,18.31,4.8,2019-03-23,2,Spring,19,Evening,3,23,Very low,301145.8899999997
178,407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.16,465.44,3/23/2019,19:16:00,Ewallet,443.28,4.76,22.16,4.4,2019-03-23,2,Spring,19,Evening,3,23,Very low,301611.3299999997
108,588-01-7461,C,Naypyitaw,Normal,Female,Food and beverages,33.98,9,15.29,321.11,3/24/2019,10:43:00,Cash,305.82,4.76,15.29,4.2,2019-03-24,2,Spring,10,Morning,3,24,Very low,301932.4399999997
367,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.19,276.95,3/24/2019,10:29:00,Cash,263.76,4.76,13.19,6.0,2019-03-24,2,Spring,10,Morning,3,24,Low,302209.3899999997
334,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.68,77.18,3/24/2019,13:48:00,Ewallet,73.5,4.76,3.68,8.5,2019-03-24,2,Spring,13,Noon,3,24,High,302286.5699999997
930,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.98,629.5,3/24/2019,13:33:00,Ewallet,599.52,4.76,29.98,7.1,2019-03-24,2,Spring,13,Noon,3,24,Moderate,302916.0699999997
286,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.74,78.6,3/24/2019,14:49:00,Cash,74.86,4.76,3.74,6.9,2019-03-24,2,Spring,14,Noon,3,24,Moderate,302994.6699999997
599,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.03,147.67,3/24/2019,14:22:00,Ewallet,140.64,4.76,7.03,9.6,2019-03-24,2,Spring,14,Noon,3,24,Very High,303142.3399999997
907,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,3/24/2019,14:08:00,Credit card,414.4,4.76,20.72,6.6,2019-03-24,2,Spring,14,Noon,3,24,Moderate,303577.4599999997
905,118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.68,329.2,3/24/2019,17:56:00,Cash,313.52,4.76,15.68,7.9,2019-03-24,2,Spring,17,Evening,3,24,High,303906.6599999997
216,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,6.19,130.04,3/24/2019,18:27:00,Cash,123.85,4.76,6.19,8.5,2019-03-24,2,Spring,18,Evening,3,24,High,304036.69999999966
662,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.62,370.12,3/24/2019,18:14:00,Credit card,352.5,4.76,17.62,5.9,2019-03-24,2,Spring,18,Evening,3,24,Low,304406.81999999966
828,538-22-0304,C,Naypyitaw,Normal,Male,Electronic accessories,64.95,10,32.48,681.98,3/24/2019,18:27:00,Cash,649.5,4.76,32.48,5.2,2019-03-24,2,Spring,18,Evening,3,24,Very low,305088.79999999964
86,362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,10:23:00,Cash,382.6,4.76,19.13,9.9,2019-03-25,2,Spring,10,Morning,3,25,Very High,305490.5299999996
329,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.27,152.71,3/25/2019,13:07:00,Cash,145.44,4.76,7.27,7.6,2019-03-25,2,Spring,13,Noon,3,25,High,305643.23999999964
759,156-95-3964,A,Yangon,Normal,Female,Food and beverages,55.39,4,11.08,232.64,3/25/2019,15:19:00,Ewallet,221.56,4.76,11.08,8.0,2019-03-25,2,Spring,15,Noon,3,25,High,305875.87999999966
820,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.58,222.14,3/25/2019,16:32:00,Ewallet,211.56,4.76,10.58,6.7,2019-03-25,2,Spring,16,Noon,3,25,Moderate,306098.01999999967
503,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.33,195.95,3/25/2019,17:53:00,Cash,186.62,4.76,9.33,6.3,2019-03-25,2,Spring,17,Evening,3,25,Low,306293.9699999997
5,699-14-3026,C,Naypyitaw,Normal,Male,Electronic accessories,85.39,7,29.89,627.62,3/25/2019,18:30:00,Ewallet,597.73,4.76,29.89,4.1,2019-03-25,2,Spring,18,Evening,3,25,Very low,306921.5899999997
554,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.76,142.0,3/25/2019,18:51:00,Cash,135.24,4.76,6.76,6.9,2019-03-25,2,Spring,18,Evening,3,25,Moderate,307063.5899999997
968,605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,3/25/2019,18:02:00,Cash,47.4,4.76,2.37,9.5,2019-03-25,2,Spring,18,Evening,3,25,Very High,307113.3599999997
400,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.83,248.41,3/25/2019,20:18:00,Credit card,236.58,4.76,11.83,9.4,2019-03-25,2,Spring,20,Evening,3,25,Very High,307361.76999999967
520,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.86,143.99,3/26/2019,10:34:00,Credit card,137.13,4.76,6.86,7.7,2019-03-26,2,Spring,10,Morning,3,26,High,307505.75999999966
533,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.34,154.13,3/26/2019,10:31:00,Ewallet,146.79,4.76,7.34,8.4,2019-03-26,2,Spring,10,Morning,3,26,High,307659.88999999966
449,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.96,41.08,3/26/2019,11:02:00,Credit card,39.12,4.76,1.96,9.6,2019-03-26,2,Spring,11,Morning,3,26,Very High,307700.9699999997
763,587-73-4862,A,Yangon,Member,Female,Health and beauty,10.69,5,2.67,56.12,3/26/2019,11:07:00,Ewallet,53.45,4.76,2.67,7.6,2019-03-26,2,Spring,11,Morning,3,26,High,307757.0899999997
578,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4,12.85,269.93,3/26/2019,13:54:00,Cash,257.08,4.76,12.85,7.7,2019-03-26,2,Spring,13,Noon,3,26,High,308027.01999999967
946,859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.43,176.92,3/26/2019,14:13:00,Credit card,168.5,4.76,8.43,5.3,2019-03-26,2,Spring,14,Noon,3,26,Low,308203.93999999965
196,848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.7,2,4.37,91.77,3/26/2019,18:03:00,Cash,87.4,4.76,4.37,4.9,2019-03-26,2,Spring,18,Evening,3,26,Very low,308295.7099999997
827,760-53-9233,A,Yangon,Member,Male,Fashion accessories,41.28,3,6.19,130.03,3/26/2019,18:37:00,Credit card,123.84,4.76,6.19,8.5,2019-03-26,2,Spring,18,Evening,3,26,High,308425.7399999997
100,163-56-7055,C,Naypyitaw,Member,Male,Fashion accessories,48.71,1,2.44,51.15,3/26/2019,19:20:00,Cash,48.71,4.76,2.44,4.1,2019-03-26,2,Spring,19,Evening,3,26,Very low,308476.8899999997
748,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.53,116.14,3/26/2019,19:28:00,Credit card,110.61,4.76,5.53,8.0,2019-03-26,2,Spring,19,Evening,3,26,High,308593.02999999974
835,807-34-3742,A,Yangon,Normal,Male,Fashion accessories,52.38,1,2.62,55.0,3/26/2019,19:44:00,Cash,52.38,4.76,2.62,5.8,2019-03-26,2,Spring,19,Evening,3,26,Low,308648.02999999974
305,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14:00,Ewallet,505.4,4.76,25.27,4.3,2019-03-26,2,Spring,20,Evening,3,26,Very low,309178.6999999997
902,595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,6.93,145.58,3/26/2019,20:21:00,Credit card,138.65,4.76,6.93,4.2,2019-03-26,2,Spring,20,Evening,3,26,Very low,309324.27999999974
941,702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.92,943.3,3/27/2019,10:43:00,Cash,898.38,4.76,44.92,6.6,2019-03-27,2,Spring,10,Morning,3,27,Moderate,310267.5799999997
56,106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,4.43,93.11,3/27/2019,11:26:00,Cash,88.68,4.76,4.43,5.8,2019-03-27,2,Spring,11,Morning,3,27,Low,310360.6899999997
149,238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.98,272.66,3/27/2019,13:48:00,Credit card,259.68,4.76,12.98,4.9,2019-03-27,2,Spring,13,Noon,3,27,Very low,310633.3499999997
586,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3,7.85,164.87,3/27/2019,14:03:00,Cash,157.02,4.76,7.85,9.2,2019-03-27,2,Spring,14,Noon,3,27,Very High,310798.2199999997
642,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.57,116.91,3/27/2019,15:08:00,Ewallet,111.34,4.76,5.57,6.0,2019-03-27,2,Spring,15,Noon,3,27,Low,310915.12999999966
908,186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,7.95,167.03,3/27/2019,16:30:00,Ewallet,159.08,4.76,7.95,6.2,2019-03-27,2,Spring,16,Noon,3,27,Low,311082.1599999997
159,423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.02,588.36,3/27/2019,19:18:00,Ewallet,560.34,4.76,28.02,10.0,2019-03-27,2,Spring,19,Evening,3,27,Very High,311670.51999999967
701,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.85,101.81,3/27/2019,19:11:00,Credit card,96.96,4.76,4.85,4.3,2019-03-27,2,Spring,19,Evening,3,27,Very low,311772.32999999967
87,633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.28,362.94,3/27/2019,20:35:00,Credit card,345.66,4.76,17.28,7.3,2019-03-27,2,Spring,20,Evening,3,27,Moderate,312135.26999999967
910,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.37,91.82,3/27/2019,20:29:00,Credit card,87.45,4.76,4.37,7.3,2019-03-27,2,Spring,20,Evening,3,27,Moderate,312227.0899999997
338,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.15,150.1,3/28/2019,12:58:00,Credit card,142.95,4.76,7.15,9.5,2019-03-28,2,Spring,12,Morning,3,28,Very High,312377.18999999965
208,573-58-9734,B,Mandalay,Normal,Female,Fashion accessories,30.37,3,4.56,95.67,3/28/2019,13:41:00,Ewallet,91.11,4.76,4.56,5.1,2019-03-28,2,Spring,13,Noon,3,28,Very low,312472.85999999964
420,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57:00,Ewallet,115.8,4.76,5.79,7.5,2019-03-28,2,Spring,13,Noon,3,28,Moderate,312594.44999999966
464,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.84,269.54,3/28/2019,15:31:00,Credit card,256.7,4.76,12.84,9.1,2019-03-28,2,Spring,15,Noon,3,28,Very High,312863.98999999964
620,420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.75,225.79,3/28/2019,15:30:00,Credit card,215.04,4.76,10.75,9.2,2019-03-28,2,Spring,15,Noon,3,28,Very High,313089.7799999996
103,212-62-1842,A,Yangon,Normal,Male,Food and beverages,58.26,6,17.48,367.04,3/28/2019,16:44:00,Cash,349.56,4.76,17.48,9.9,2019-03-28,2,Spring,16,Noon,3,28,Very High,313456.8199999996
716,857-16-3520,A,Yangon,Member,Female,Fashion accessories,71.46,7,25.01,525.23,3/28/2019,16:06:00,Ewallet,500.22,4.76,25.01,4.5,2019-03-28,2,Spring,16,Noon,3,28,Very low,313982.0499999996
348,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.11,191.25,3/28/2019,17:38:00,Cash,182.14,4.76,9.11,5.1,2019-03-28,2,Spring,17,Evening,3,28,Very low,314173.2999999996
607,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.96,209.12,3/28/2019,19:16:00,Credit card,199.16,4.76,9.96,6.4,2019-03-28,2,Spring,19,Evening,3,28,Low,314382.4199999996
944,333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.53,74.09,3/28/2019,20:14:00,Cash,70.56,4.76,3.53,4.2,2019-03-28,2,Spring,20,Evening,3,28,Very low,314456.5099999996
96,766-85-7061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.94,922.64,3/29/2019,10:25:00,Ewallet,878.7,4.76,43.94,5.1,2019-03-29,2,Spring,10,Morning,3,29,Very low,315379.1499999996
296,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.77,121.13,3/29/2019,14:44:00,Cash,115.36,4.76,5.77,6.4,2019-03-29,2,Spring,14,Noon,3,29,Low,315500.2799999996
508,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.32,321.77,3/29/2019,14:28:00,Cash,306.45,4.76,15.32,7.0,2019-03-29,2,Spring,14,Noon,3,29,Moderate,315822.04999999964
705,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.12,527.51,3/29/2019,14:06:00,Cash,502.39,4.76,25.12,8.9,2019-03-29,2,Spring,14,Noon,3,29,Very High,316349.55999999965
516,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.72,288.02,3/29/2019,16:48:00,Ewallet,274.3,4.76,13.72,9.8,2019-03-29,2,Spring,16,Noon,3,29,Very High,316637.57999999967
559,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.86,228.12,3/29/2019,16:54:00,Ewallet,217.26,4.76,10.86,8.2,2019-03-29,2,Spring,16,Noon,3,29,High,316865.69999999966
14,829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,35.69,749.49,3/29/2019,19:21:00,Cash,713.8,4.76,35.69,5.7,2019-03-29,2,Spring,19,Evening,3,29,Low,317615.18999999965
988,267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,3/29/2019,19:12:00,Ewallet,823.4,4.76,41.17,4.3,2019-03-29,2,Spring,19,Evening,3,29,Very low,318479.75999999966
937,361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,3/30/2019,10:18:00,Cash,447.4,4.76,22.37,7.4,2019-03-30,2,Spring,10,Morning,3,30,Moderate,318949.5299999997
881,115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.07,85.51,3/30/2019,12:51:00,Credit card,81.44,4.76,4.07,9.5,2019-03-30,2,Spring,12,Morning,3,30,Very High,319035.0399999997
883,291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.33,216.85,3/30/2019,12:45:00,Ewallet,206.52,4.76,10.33,7.5,2019-03-30,2,Spring,12,Morning,3,30,Moderate,319251.88999999966
306,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.08,295.69,3/30/2019,13:22:00,Cash,281.61,4.76,14.08,9.6,2019-03-30,2,Spring,13,Noon,3,30,Very High,319547.57999999967
158,743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.75,918.73,3/30/2019,14:43:00,Ewallet,874.98,4.76,43.75,6.0,2019-03-30,2,Spring,14,Noon,3,30,Low,320466.30999999965
646,778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,70.21,6,21.06,442.32,3/30/2019,14:58:00,Cash,421.26,4.76,21.06,7.4,2019-03-30,2,Spring,14,Noon,3,30,Moderate,320908.62999999966
671,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,3/30/2019,16:34:00,Cash,186.8,4.76,9.34,5.5,2019-03-30,2,Spring,16,Noon,3,30,Low,321104.76999999967
